Trial	Day	Infected	Vaccinated	VaxProb
2	4	1939	8061	0	7856
2	5	752	8061	1187	7861
2	6	183	8061	1756	7861
2	7	25	8061	1914	7861
2	8	1	8061	1938	7861
2	9	0	8061	1939	7861
3	0	1200	8800	0	0
3	1	1756	8244	0	6344
3	2	1914	8086	0	7615
3	3	1938	8062	0	7812
3	4	1939	8061	0	7856
3	5	752	8061	1187	7861
3	6	183	8061	1756	7861
3	7	25	8061	1914	7861
3	8	1	8061	1938	7861
3	9	0	8061	1939	7861
4	0	1200	8800	0	0
4	1	1896	8104	0	6337
4	2	2029	7971	0	7499
4	3	2056	7944	0	7691
4	4	2058	7942	0	7736
4	5	878	7942	1180	7741
4	6	162	7942	1896	7742
4	7	29	7942	2029	7742
4	8	2	7942	2056	7742
4	9	0	7942	2058	7742
5	0	1200	8800	0	0
5	1	1896	8104	0	6337
5	2	2029	7971	0	7499
5	3	2056	7944	0	7691
5	4	2058	7942	0	7736
5	5	878	7942	1180	7741
5	6	162	7942	1896	7742
5	7	29	7942	2029	7742
5	8	2	7942	2056	7742
5	9	0	7942	2058	7742
6	0	1200	8800	0	0
6	1	1896	8104	0	6337
6	2	2029	7971	0	7499
6	3	2056	7944	0	7691
6	4	2058	7942	0	7736
6	5	878	7942	1180	7741
6	6	162	7942	1896	7742
6	7	29	7942	2029	7742
6	8	2	7942	2056	7742
6	9	0	7942	2058	7742
7	0	1200	8800	0	0
7	1	1896	8104	0	6337
7	2	2029	7971	0	7499
7	3	2056	7944	0	7691
7	4	2058	7942	0	7736
7	5	878	7942	1180	7741
7	6	162	7942	1896	7742
7	7	29	7942	2029	7742
7	8	2	7942	2056	7742
7	9	0	7942	2058	7742
8	0	1200	8800	0	0
8	1	1896	8104	0	6337
8	2	2029	7971	0	7499
8	3	2056	7944	0	7691
8	4	2058	7942	0	7736
8	5	878	7942	1180	7741
8	6	162	7942	1896	7742
8	7	29	7942	2029	7742
8	8	2	7942	2056	7742
8	9	0	7942	2058	7742
9	0	1200	8800	0	0
9	1	1862	8138	0	6383
9	2	1991	8009	0	7542
9	3	2018	7982	0	7733
9	4	2022	7978	0	7769
9	5	839	7978	1183	7778
9	6	160	7978	1862	7778
9	7	31	7978	1991	7778
9	8	4	7978	2018	7778
9	9	0	7978	2022	7778
10	0	1200	8800	0	0
10	1	1862	8138	0	6383
10	2	1991	8009	0	7542
10	3	2018	7982	0	7733
10	4	2022	7978	0	7769
10	5	839	7978	1183	7778
10	6	160	7978	1862	7778
10	7	31	7978	1991	7778
10	8	4	7978	2018	7778
10	9	0	7978	2022	7778
11	0	1200	8800	0	0
11	1	1862	8138	0	6383
11	2	1991	8009	0	7542
11	3	2018	7982	0	7733
11	4	2022	7978	0	7769
11	5	839	7978	1183	7778
11	6	160	7978	1862	7778
11	7	31	7978	1991	7778
11	8	4	7978	2018	7778
11	9	0	7978	2022	7778
12	0	1200	8800	0	0
12	1	1862	8138	0	6383
12	2	1991	8009	0	7542
12	3	2018	7982	0	7733
12	4	2022	7978	0	7769
12	5	839	7978	1183	7778
12	6	160	7978	1862	7778
12	7	31	7978	1991	7778
12	8	4	7978	2018	7778
12	9	0	7978	2022	7778
13	0	1200	8800	0	0
13	1	1862	8138	0	6383
13	2	1991	8009	0	7542
13	3	2018	7982	0	7733
13	4	2022	7978	0	7769
13	5	839	7978	1183	7778
13	6	160	7978	1862	7778
13	7	31	7978	1991	7778
13	8	4	7978	2018	7778
13	9	0	7978	2022	7778
14	0	1200	8800	0	0
14	1	1862	8138	0	6383
14	2	1991	8009	0	7542
14	3	2018	7982	0	7733
14	4	2022	7978	0	7769
14	5	839	7978	1183	7778
14	6	160	7978	1862	7778
14	7	31	7978	1991	7778
14	8	4	7978	2018	7778
14	9	0	7978	2022	7778
15	0	1200	8800	0	0
15	1	1709	8291	0	6312
15	2	1829	8171	0	7673
15	3	1839	8161	0	7912
15	4	1844	8156	0	7944
15	5	665	8156	1179	7954
15	6	135	8156	1709	7955
15	7	15	8156	1829	7956
15	8	5	8156	1839	7956
15	9	0	8156	1844	7956
16	0	1200	8800	0	0
16	1	1709	8291	0	6312
16	2	1829	8171	0	7673
16	3	1839	8161	0	7912
16	4	1844	8156	0	7944
16	5	665	8156	1179	7954
16	6	135	8156	1709	7955
16	7	15	8156	1829	7956
16	8	5	8156	1839	7956
16	9	0	8156	1844	7956
17	0	1200	8800	0	0
17	1	1709	8291	0	6312
17	2	1829	8171	0	7673
17	3	1839	8161	0	7912
17	4	1844	8156	0	7944
17	5	665	8156	1179	7954
17	6	135	8156	1709	7955
17	7	15	8156	1829	7956
17	8	5	8156	1839	7956
17	9	0	8156	1844	7956
18	0	1200	8800	0	0
18	1	1709	8291	0	6312
18	2	1829	8171	0	7673
18	3	1839	8161	0	7912
18	4	1844	8156	0	7944
18	5	665	8156	1179	7954
18	6	135	8156	1709	7955
18	7	15	8156	1829	7956
18	8	5	8156	1839	7956
18	9	0	8156	1844	7956
19	0	1200	8800	0	0
19	1	1709	8291	0	6312
19	2	1829	8171	0	7673
19	3	1839	8161	0	7912
19	4	1844	8156	0	7944
19	5	665	8156	1179	7954
19	6	135	8156	1709	7955
19	7	15	8156	1829	7956
19	8	5	8156	1839	7956
19	9	0	8156	1844	7956
20	0	1200	8800	0	0
20	1	1810	8190	0	6404
20	2	1949	8051	0	7576
20	3	1968	8032	0	7775
20	4	1977	8023	0	7812
20	5	787	8023	1190	7820
20	6	167	8023	1810	7822
20	7	28	8023	1949	7823
20	8	9	8023	1968	7823
20	9	0	8023	1977	7823
1	0	1200	8800	0	0
1	1	1810	8190	0	7990
1	2	1810	8190	0	7990
1	3	1810	8190	0	7990
1	4	1810	8190	0	7990
1	5	620	8190	1190	7990
1	6	0	8190	1810	7990
2	0	1200	8800	0	0
2	1	1810	8190	0	7990
2	2	1810	8190	0	7990
2	3	1810	8190	0	7990
2	4	1810	8190	0	7990
2	5	620	8190	1190	7990
2	6	0	8190	1810	7990
3	0	1200	8800	0	0
3	1	1810	8190	0	7990
3	2	1810	8190	0	7990
3	3	1810	8190	0	7990
3	4	1810	8190	0	7990
3	5	620	8190	1190	7990
3	6	0	8190	1810	7990
4	0	1200	8800	0	0
4	1	1810	8190	0	7990
4	2	1810	8190	0	7990
4	3	1810	8190	0	7990
4	4	1810	8190	0	7990
4	5	620	8190	1190	7990
4	6	0	8190	1810	7990
5	0	1200	8800	0	0
5	1	1810	8190	0	7990
5	2	1810	8190	0	7990
5	3	1810	8190	0	7990
5	4	1810	8190	0	7990
5	5	620	8190	1190	7990
5	6	0	8190	1810	7990
6	0	1200	8800	0	0
6	1	1732	8268	0	8068
6	2	1732	8268	0	8068
6	3	1732	8268	0	8068
6	4	1732	8268	0	8068
6	5	532	8268	1200	8068
6	6	0	8268	1732	8068
7	0	1200	8800	0	0
7	1	1732	8268	0	8068
7	2	1732	8268	0	8068
7	3	1732	8268	0	8068
7	4	1732	8268	0	8068
7	5	532	8268	1200	8068
7	6	0	8268	1732	8068
8	0	1200	8800	0	0
8	1	1732	8268	0	8068
8	2	1732	8268	0	8068
8	3	1732	8268	0	8068
8	4	1732	8268	0	8068
8	5	532	8268	1200	8068
8	6	0	8268	1732	8068
9	0	1200	8800	0	0
9	1	1732	8268	0	8068
9	2	1732	8268	0	8068
9	3	1732	8268	0	8068
9	4	1732	8268	0	8068
9	5	532	8268	1200	8068
9	6	0	8268	1732	8068
10	0	1200	8800	0	0
10	1	1732	8268	0	8068
10	2	1732	8268	0	8068
10	3	1732	8268	0	8068
10	4	1732	8268	0	8068
10	5	532	8268	1200	8068
10	6	0	8268	1732	8068
11	0	1200	8800	0	0
11	1	1732	8268	0	8068
11	2	1732	8268	0	8068
11	3	1732	8268	0	8068
11	4	1732	8268	0	8068
11	5	532	8268	1200	8068
11	6	0	8268	1732	8068
12	0	1200	8800	0	0
12	1	1770	8230	0	8030
12	2	1770	8230	0	8030
12	3	1770	8230	0	8030
12	4	1770	8230	0	8030
12	5	603	8230	1167	8030
12	6	0	8230	1770	8030
13	0	1200	8800	0	0
13	1	1770	8230	0	8030
13	2	1770	8230	0	8030
13	3	1770	8230	0	8030
13	4	1770	8230	0	8030
13	5	603	8230	1167	8030
13	6	0	8230	1770	8030
14	0	1200	8800	0	0
14	1	1770	8230	0	8030
14	2	1770	8230	0	8030
14	3	1770	8230	0	8030
14	4	1770	8230	0	8030
14	5	603	8230	1167	8030
14	6	0	8230	1770	8030
15	0	1200	8800	0	0
15	1	1770	8230	0	8030
15	2	1770	8230	0	8030
15	3	1770	8230	0	8030
15	4	1770	8230	0	8030
15	5	603	8230	1167	8030
15	6	0	8230	1770	8030
16	0	1200	8800	0	0
16	1	1770	8230	0	8030
16	2	1770	8230	0	8030
16	3	1770	8230	0	8030
16	4	1770	8230	0	8030
16	5	603	8230	1167	8030
16	6	0	8230	1770	8030
17	0	1200	8800	0	0
17	1	1719	8281	0	8081
17	2	1719	8281	0	8081
17	3	1719	8281	0	8081
17	4	1719	8281	0	8081
17	5	562	8281	1157	8081
17	6	0	8281	1719	8081
18	0	1200	8800	0	0
18	1	1719	8281	0	8081
18	2	1719	8281	0	8081
18	3	1719	8281	0	8081
18	4	1719	8281	0	8081
18	5	562	8281	1157	8081
18	6	0	8281	1719	8081
19	0	1200	8800	0	0
19	1	1719	8281	0	8081
19	2	1719	8281	0	8081
19	3	1719	8281	0	8081
19	4	1719	8281	0	8081
19	5	562	8281	1157	8081
19	6	0	8281	1719	8081
20	0	1200	8800	0	0
20	1	1719	8281	0	8081
20	2	1719	8281	0	8081
20	3	1719	8281	0	8081
20	4	1719	8281	0	8081
20	5	562	8281	1157	8081
20	6	0	8281	1719	8081
